62	[-13.635127067565918, -32.796722412109375, -32.87591552734375, -32.90169906616211, -32.906341552734375, -33.01280975341797, -33.166683197021484, -33.176963806152344, -33.32663345336914, -33.52836608886719, -33.62906265258789, -33.704124450683594, -34.004608154296875, -34.04121780395508, -34.135154724121094, -34.1915168762207]
63	[-23.776208877563477, -55.269752502441406, -57.01190948486328, -63.910850524902344, -63.980552673339844, -64.27452087402344, -64.5787124633789, -64.62718963623047, -65.04367065429688, -65.10685729980469, -65.12081909179688, -65.41737365722656, -65.60184478759766, -65.61466979980469, -65.63793182373047, -65.79743957519531]
64	[-18.40471649169922, -51.544525146484375, -51.78474426269531, -52.191978454589844, -52.24223327636719, -52.39167022705078, -53.459651947021484, -53.82056427001953, -54.391395568847656, -54.464088439941406, -54.93146514892578, -55.43549346923828, -55.5517463684082, -55.829078674316406, -56.069923400878906, -56.16709899902344]
65	[-41.78732681274414, -101.06169128417969, -102.02582550048828, -103.59165954589844, -104.04757690429688, -104.32115936279297, -104.67680358886719, -105.05165100097656, -105.30125427246094, -107.518798828125, -108.30872344970703, -108.38203430175781, -108.4496841430664, -109.10328674316406, -109.39566040039062, -109.39688110351562]
66	[-42.23051071166992, -87.05013275146484, -88.8306884765625, -93.1457748413086, -93.73213195800781, -94.77751159667969, -95.16167449951172, -95.35816192626953, -96.34842681884766, -97.2086410522461, -97.30584716796875, -97.40474700927734, -98.48436737060547, -98.56779479980469, -98.87311553955078, -98.94856262207031]
67	[-19.02361488342285, -55.165916442871094, -56.77705383300781, -59.90153503417969, -60.57624435424805, -60.60533142089844, -60.63159942626953, -60.74593734741211, -61.28114700317383, -62.32027816772461, -63.24941635131836, -63.6855354309082, -63.781494140625, -63.878578186035156, -64.15013122558594, -64.28282928466797]
68	[-18.723094940185547, -42.50179672241211, -42.90287399291992, -43.18730163574219, -44.132598876953125, -44.294742584228516, -44.30868148803711, -44.586544036865234, -45.27067565917969, -45.45304870605469, -45.83024215698242, -46.02934265136719, -46.06284713745117, -46.1361198425293, -46.14242935180664, -46.2514762878418]
69	[-24.258758544921875, -52.700584411621094, -53.14236068725586, -54.66694259643555, -54.77313232421875, -54.898109436035156, -54.90227127075195, -55.08087158203125, -55.253482818603516, -55.69737243652344, -55.97119903564453, -56.11243438720703, -56.25786590576172, -56.33734893798828, -56.486717224121094, -56.834716796875]
70	[-24.005531311035156, -61.60500717163086, -61.8813362121582, -62.347137451171875, -62.52040100097656, -64.24546813964844, -65.79541015625, -65.80921173095703, -66.34745788574219, -66.95663452148438, -67.51495361328125, -68.14144897460938, -68.87689971923828, -69.2601089477539, -69.34796142578125, -69.76608276367188]
71	[-25.5697021484375, -79.40691375732422, -79.65895080566406, -81.57447814941406, -83.52793884277344, -83.838134765625, -83.99861907958984, -84.01658630371094, -84.40107727050781, -84.92312622070312, -85.9315185546875, -86.31002807617188, -86.47869873046875, -86.75434112548828, -86.92005920410156, -87.78580474853516]
72	[-24.34034538269043, -91.12987518310547, -93.04349517822266, -93.05789947509766, -94.43724060058594, -95.06976318359375, -95.54226684570312, -95.87205505371094, -97.36189270019531, -97.5093765258789, -98.01219940185547, -98.27873229980469, -98.60905456542969, -98.96957397460938, -100.13226318359375, -100.43353271484375]
73	[-16.804725646972656, -49.76148223876953, -51.25423049926758, -52.16257095336914, -53.02983474731445, -53.29716873168945, -53.48286819458008, -53.689735412597656, -53.72343444824219, -53.74629211425781, -53.784423828125, -54.10638427734375, -54.21317672729492, -54.31231689453125, -54.81270980834961, -55.00633239746094]
74	[-30.584606170654297, -73.89247131347656, -75.16068267822266, -80.42063903808594, -80.4920883178711, -81.50629425048828, -81.72895812988281, -82.82820892333984, -82.97242736816406, -83.37138366699219, -83.42031860351562, -84.06888580322266, -84.46151733398438, -85.0915298461914, -85.12123107910156, -85.125]
75	[-34.48686981201172, -92.156005859375, -93.20552825927734, -94.15763092041016, -95.90833282470703, -96.05327606201172, -96.06735229492188, -96.36976623535156, -96.69058227539062, -96.93075561523438, -96.9886474609375, -97.07037353515625, -97.85186004638672, -97.87901306152344, -98.34322357177734, -98.44096374511719]
76	[-27.316524505615234, -79.34407043457031, -81.51714324951172, -81.86709594726562, -82.01412963867188, -82.21388244628906, -82.97931671142578, -83.58843231201172, -83.79263305664062, -84.19833374023438, -84.67918395996094, -84.99805450439453, -85.10595703125, -85.16300964355469, -85.21699523925781, -85.40373992919922]
77	[-15.589757919311523, -58.513160705566406, -62.03935241699219, -63.82678985595703, -63.949562072753906, -63.95458221435547, -64.56211853027344, -64.91576385498047, -65.15464782714844, -65.52616119384766, -65.57864379882812, -65.7330551147461, -65.8194808959961, -65.99886322021484, -66.02108001708984, -66.02462005615234]
78	[-37.62490463256836, -58.861515045166016, -85.22834777832031, -86.25419616699219, -86.28839111328125, -86.44255065917969, -87.7540512084961, -87.96862030029297, -89.32418060302734, -90.75359344482422, -91.02730560302734, -91.66975402832031, -91.85346984863281, -91.95956420898438, -92.34342193603516, -92.81272888183594]
79	[-16.008970260620117, -44.91839599609375, -52.16144561767578, -53.572784423828125, -54.59614562988281, -55.0068359375, -55.62847900390625, -56.491207122802734, -56.54705047607422, -56.59379196166992, -56.60884475708008, -57.442291259765625, -58.509185791015625, -58.9444580078125, -59.071754455566406, -59.14368438720703]
80	[-17.589021682739258, -53.62683868408203, -57.51868438720703, -57.59938049316406, -59.71287536621094, -60.17593002319336, -60.609474182128906, -60.88597869873047, -60.91427230834961, -60.97935104370117, -61.06282424926758, -61.527244567871094, -61.63096618652344, -61.78946304321289, -61.91698455810547, -61.9451904296875]
81	[-32.710655212402344, -74.56950378417969, -87.4006118774414, -87.65010070800781, -89.88382720947266, -90.49695587158203, -90.6990737915039, -90.91669464111328, -91.99231719970703, -92.37000274658203, -92.41450500488281, -92.62540435791016, -93.5304946899414, -94.29765319824219, -94.55137634277344, -94.6266860961914]
82	[-18.425886154174805, -66.76395416259766, -67.13202667236328, -67.15272521972656, -67.9657211303711, -68.17870330810547, -68.32025909423828, -68.40576171875, -68.65779113769531, -69.00257873535156, -69.15483856201172, -69.26567077636719, -69.49913024902344, -69.53450012207031, -70.84901428222656, -70.88864135742188]
83	[-28.55913543701172, -59.60917282104492, -60.71429443359375, -68.63195037841797, -68.6859359741211, -69.11264038085938, -70.07267761230469, -70.10514831542969, -70.24285888671875, -72.1082992553711, -72.79115295410156, -72.94161987304688, -72.96289825439453, -73.05484008789062, -73.67987823486328, -74.4752426147461]
84	[-19.697498321533203, -64.04994201660156, -68.29032135009766, -68.30870056152344, -68.79912567138672, -69.46507263183594, -69.4852294921875, -70.03459930419922, -70.55126953125, -70.99883270263672, -71.05872344970703, -72.32202911376953, -72.35606384277344, -72.47772216796875, -72.89347076416016, -73.11963653564453]
85	[-16.042573928833008, -40.98748016357422, -42.7537841796875, -43.261322021484375, -43.31083679199219, -43.666358947753906, -44.90876007080078, -45.34928512573242, -45.489505767822266, -45.555809020996094, -45.5810546875, -45.60499572753906, -46.19868469238281, -46.55601501464844, -46.96099090576172, -47.02799987792969]
86	[-35.58594512939453, -80.12501525878906, -81.9355697631836, -82.11944580078125, -82.16510009765625, -82.18204498291016, -82.58917999267578, -83.2421875, -83.65168762207031, -84.1620864868164, -84.77000427246094, -85.22327423095703, -85.3470230102539, -85.46200561523438, -85.78841400146484, -85.80638885498047]
87	[-20.525657653808594, -49.96888732910156, -52.42144012451172, -53.479957580566406, -53.952423095703125, -54.25807571411133, -54.57148742675781, -54.59867858886719, -54.72620391845703, -54.99875259399414, -55.1455078125, -55.39467239379883, -55.47431182861328, -55.606109619140625, -56.026268005371094, -56.18242645263672]
88	[-41.22777557373047, -88.201904296875, -92.5450668334961, -95.36466217041016, -95.95902252197266, -97.05139923095703, -98.74995422363281, -98.80045318603516, -99.30432891845703, -100.7192153930664, -101.60709381103516, -101.6333236694336, -101.8126220703125, -102.16717529296875, -102.22955322265625, -102.22984313964844]
89	[-38.32930374145508, -76.44981384277344, -85.13736724853516, -88.252685546875, -88.44356536865234, -89.76939392089844, -89.97484588623047, -90.50996398925781, -90.51056671142578, -90.72823333740234, -90.99095153808594, -91.00941467285156, -91.19306945800781, -91.27974700927734, -91.93843841552734, -92.22264099121094]
90	[-12.011387825012207, -35.66541290283203, -36.786495208740234, -36.98884582519531, -37.003753662109375, -37.53687286376953, -38.10331344604492, -38.11935043334961, -38.169189453125, -38.47959518432617, -38.97410583496094, -38.9775390625, -39.63895034790039, -39.73183059692383, -39.77123260498047, -39.82378387451172]
91	[-24.271284103393555, -67.18824005126953, -67.7996826171875, -67.87578582763672, -67.9159927368164, -68.19023132324219, -68.21987915039062, -68.29522705078125, -68.36112213134766, -68.42059326171875, -68.61742401123047, -69.39257049560547, -69.47537231445312, -69.49846649169922, -69.85646057128906, -69.91978454589844]
92	[-22.586647033691406, -72.82772064208984, -73.7449722290039, -75.88836669921875, -76.24140167236328, -76.92295837402344, -77.244873046875, -78.03941345214844, -78.16232299804688, -78.30345153808594, -78.31245422363281, -78.3829574584961, -78.65543365478516, -78.68409729003906, -78.83768463134766, -79.73616027832031]
93	[-31.20374298095703, -79.64928436279297, -80.29456329345703, -86.9863052368164, -90.61788177490234, -91.54208374023438, -93.05056762695312, -93.48031616210938, -94.44534301757812, -94.6502456665039, -94.65681457519531, -95.16217041015625, -95.43093872070312, -95.63150787353516, -95.83230590820312, -96.0106430053711]
