29	[6.760260581970215, -21.508235931396484, -24.540082931518555, -25.144203186035156, -25.196102142333984, -25.609447479248047, -25.803604125976562, -25.97015953063965, -26.58144187927246, -26.694581985473633, -26.9093074798584, -26.941600799560547, -27.004947662353516, -27.075252532958984, -27.156818389892578, -27.179046630859375]
30	[1.893198013305664, -24.9091739654541, -25.944316864013672, -26.291515350341797, -26.567764282226562, -26.82196807861328, -27.206680297851562, -27.235525131225586, -27.620515823364258, -28.137897491455078, -28.623619079589844, -28.777503967285156, -29.010025024414062, -29.089271545410156, -29.14335823059082, -29.280574798583984]
31	[0.5078896880149841, -13.007932662963867, -19.33970832824707, -19.359355926513672, -20.583688735961914, -20.90792465209961, -21.10280418395996, -21.335702896118164, -21.621807098388672, -21.70826530456543, -21.77309226989746, -21.88604164123535, -21.90640640258789, -22.127212524414062, -22.282941818237305, -22.288209915161133]
32	[4.683603286743164, -17.724699020385742, -18.186153411865234, -18.84081268310547, -18.866865158081055, -20.018016815185547, -21.289709091186523, -21.642362594604492, -21.925609588623047, -22.449140548706055, -22.725868225097656, -23.08489227294922, -23.310802459716797, -23.312213897705078, -23.480327606201172, -23.6096134185791]
33	[4.16092586517334, -19.03754234313965, -19.796253204345703, -20.643856048583984, -21.919713973999023, -22.059261322021484, -22.80223274230957, -22.9030818939209, -23.35214614868164, -23.477699279785156, -24.082046508789062, -24.10787010192871, -24.209306716918945, -24.538803100585938, -24.789493560791016, -24.981708526611328]
34	[-0.45142823457717896, -18.884563446044922, -21.763368606567383, -22.154726028442383, -22.583951950073242, -22.70917510986328, -23.077516555786133, -23.2414493560791, -23.376407623291016, -24.019977569580078, -24.181819915771484, -24.263254165649414, -24.637535095214844, -24.75721549987793, -24.763010025024414, -24.828807830810547]
35	[-4.463575839996338, -33.0917854309082, -36.2762336730957, -36.449066162109375, -36.771080017089844, -37.57502746582031, -38.12501525878906, -38.475406646728516, -38.57625198364258, -38.77250289916992, -38.87584686279297, -38.87850570678711, -39.76764678955078, -39.786903381347656, -40.66218948364258, -40.68583297729492]
36	[-11.537873268127441, -11.556695938110352, -12.055964469909668, -12.136491775512695, -12.380183219909668, -12.469971656799316, -12.95551586151123, -13.266239166259766, -13.40092945098877, -13.417652130126953, -13.506138801574707, -13.579366683959961, -13.626041412353516, -13.7780179977417, -13.806753158569336, -13.86695671081543]
37	[-8.028295516967773, -16.600915908813477, -18.407630920410156, -19.014806747436523, -19.041454315185547, -19.16666603088379, -19.842817306518555, -20.049951553344727, -20.054338455200195, -20.1372127532959, -20.266971588134766, -20.46540069580078, -20.481945037841797, -20.6169490814209, -21.009973526000977, -21.0850887298584]
38	[-8.123381614685059, -17.50791358947754, -19.068084716796875, -19.648645401000977, -19.751596450805664, -19.999950408935547, -20.215389251708984, -20.53424644470215, -20.606225967407227, -20.642276763916016, -20.718408584594727, -20.7263240814209, -20.778440475463867, -20.786914825439453, -20.92436408996582, -21.019046783447266]
39	[1.2171355485916138, -20.045595169067383, -21.7735538482666, -22.463552474975586, -22.903682708740234, -23.854658126831055, -23.875064849853516, -24.303600311279297, -24.525096893310547, -24.665420532226562, -24.7434139251709, -24.765588760375977, -24.788928985595703, -25.045093536376953, -25.270034790039062, -25.447973251342773]
40	[2.5902678966522217, -15.018916130065918, -15.184142112731934, -15.625946044921875, -16.21416473388672, -16.762840270996094, -17.05432891845703, -17.519742965698242, -17.98180389404297, -18.486122131347656, -19.01944923400879, -19.242103576660156, -19.30786895751953, -19.34115982055664, -19.450796127319336, -19.829017639160156]
41	[-3.1707067489624023, -15.297524452209473, -17.123538970947266, -17.263004302978516, -18.004640579223633, -18.380537033081055, -18.68883514404297, -18.944721221923828, -19.332534790039062, -19.41889762878418, -19.941349029541016, -20.301198959350586, -20.607240676879883, -20.782419204711914, -20.784425735473633, -20.962013244628906]
42	[-5.422738075256348, -8.852325439453125, -10.20359992980957, -10.764461517333984, -10.807476043701172, -10.84823989868164, -10.96785831451416, -11.068304061889648, -11.154041290283203, -11.508682250976562, -11.568082809448242, -11.800737380981445, -11.829670906066895, -11.840869903564453, -11.885452270507812, -11.916227340698242]
43	[-3.6423916816711426, -16.940317153930664, -17.67411994934082, -17.71094512939453, -17.769927978515625, -18.060306549072266, -18.126628875732422, -18.6059513092041, -18.69150733947754, -18.80807113647461, -18.864017486572266, -19.06728172302246, -19.217668533325195, -19.2569637298584, -19.369182586669922, -19.589338302612305]
44	[-0.5689240097999573, -18.093225479125977, -20.244964599609375, -20.262218475341797, -20.93211555480957, -21.011734008789062, -21.043472290039062, -21.060550689697266, -21.374387741088867, -21.392135620117188, -21.42035484313965, -21.470117568969727, -21.590038299560547, -21.60236358642578, -21.742822647094727, -22.236448287963867]
45	[1.3309684991836548, -11.172439575195312, -12.188593864440918, -12.192113876342773, -14.350476264953613, -14.363706588745117, -14.887574195861816, -15.59353256225586, -16.04977798461914, -16.136123657226562, -16.406330108642578, -17.381587982177734, -17.502721786499023, -17.504898071289062, -17.777019500732422, -17.94173240661621]
46	[2.0200774669647217, -24.02544403076172, -25.738794326782227, -25.818721771240234, -26.11257553100586, -26.503751754760742, -26.514850616455078, -26.655868530273438, -27.093673706054688, -27.140737533569336, -27.144817352294922, -27.72317123413086, -27.82166862487793, -28.283376693725586, -28.291656494140625, -28.344017028808594]
47	[-1.827226161956787, -20.67395782470703, -20.687265396118164, -21.573287963867188, -21.695819854736328, -21.873992919921875, -22.39895248413086, -22.40349006652832, -23.438085556030273, -23.664207458496094, -24.089977264404297, -24.10472869873047, -24.138057708740234, -24.238428115844727, -24.323251724243164, -24.58881950378418]
48	[4.690036773681641, -23.566213607788086, -24.322282791137695, -25.974451065063477, -27.38265609741211, -27.611572265625, -27.65323257446289, -27.931188583374023, -28.01983070373535, -28.183624267578125, -28.54296875, -28.867935180664062, -29.58544921875, -30.0032958984375, -30.358455657958984, -30.401994705200195]
49	[-1.4575061798095703, -10.107293128967285, -14.734903335571289, -15.454802513122559, -15.897455215454102, -16.042919158935547, -16.389270782470703, -16.591018676757812, -16.71021270751953, -16.724592208862305, -16.74066162109375, -16.818538665771484, -16.861875534057617, -16.902729034423828, -16.94260025024414, -16.94422721862793]
50	[-4.4695587158203125, -15.714847564697266, -16.066898345947266, -16.611005783081055, -17.57541275024414, -17.719961166381836, -17.7364501953125, -17.757080078125, -17.914363861083984, -17.985532760620117, -18.12537956237793, -18.301868438720703, -18.30837631225586, -18.34568977355957, -18.3935489654541, -18.425411224365234]
51	[-6.421935558319092, -18.664941787719727, -20.669551849365234, -20.696491241455078, -22.527570724487305, -22.945682525634766, -23.075162887573242, -23.16966438293457, -23.373031616210938, -23.41519546508789, -23.44583511352539, -23.502429962158203, -23.513906478881836, -23.72922706604004, -23.77617835998535, -24.077985763549805]
52	[-1.2745554447174072, -27.090866088867188, -31.648218154907227, -33.171321868896484, -33.419620513916016, -35.18455123901367, -35.47571563720703, -36.031639099121094, -36.21670913696289, -36.23746109008789, -36.3735237121582, -36.40447235107422, -36.40794372558594, -36.6859245300293, -36.98759078979492, -37.24846649169922]
53	[-1.0926430225372314, -33.88337707519531, -34.71369934082031, -38.776390075683594, -39.15198516845703, -39.6947021484375, -39.700889587402344, -39.71162414550781, -40.166404724121094, -40.22165298461914, -40.33184814453125, -40.96952819824219, -40.982975006103516, -41.00662612915039, -41.02433395385742, -41.240413665771484]
54	[-0.8567832112312317, -28.048336029052734, -31.471147537231445, -34.55006790161133, -36.10950469970703, -37.00019073486328, -37.055931091308594, -37.32722854614258, -37.55940246582031, -37.81324768066406, -37.98285675048828, -38.18831253051758, -38.74993896484375, -38.798858642578125, -39.09992980957031, -39.56673812866211]
55	[3.320528507232666, -19.571327209472656, -21.408252716064453, -21.782508850097656, -21.891740798950195, -22.765338897705078, -23.099773406982422, -23.19062042236328, -23.36005401611328, -23.419822692871094, -23.56093978881836, -23.909156799316406, -24.04671287536621, -24.373210906982422, -24.425853729248047, -24.96750259399414]
56	[-2.714390277862549, -34.23057556152344, -34.94502639770508, -35.41476058959961, -37.88084030151367, -38.59689712524414, -38.8609619140625, -39.784481048583984, -39.96279525756836, -40.08635711669922, -40.46851348876953, -41.03743362426758, -41.39384078979492, -41.495296478271484, -41.573448181152344, -41.615482330322266]
57	[6.522897243499756, -61.43959426879883, -62.10649108886719, -62.31492614746094, -63.311397552490234, -67.04844665527344, -67.59989166259766, -67.78974151611328, -69.00231170654297, -69.17864990234375, -69.4200439453125, -69.6077880859375, -70.4119873046875, -71.42423248291016, -73.69207000732422, -74.38819885253906]
58	[-6.921914100646973, -25.319028854370117, -30.292240142822266, -30.48526382446289, -30.782146453857422, -32.20338821411133, -34.73567581176758, -35.926048278808594, -36.12001419067383, -36.29844665527344, -36.41839599609375, -36.873531341552734, -37.329437255859375, -37.61308288574219, -38.685176849365234, -38.685211181640625]
59	[-0.08919798582792282, -35.83063507080078, -36.4822883605957, -37.52964782714844, -39.39847183227539, -40.66319274902344, -40.97438430786133, -41.38032913208008, -41.56216812133789, -41.85439682006836, -41.951904296875, -42.25279998779297, -42.74297332763672, -43.13313293457031, -43.26127624511719, -43.2863883972168]
60	[3.3548600673675537, -33.99729919433594, -36.653175354003906, -37.190696716308594, -39.597129821777344, -40.356224060058594, -40.41292953491211, -40.84864807128906, -40.93262481689453, -41.615047454833984, -42.068603515625, -42.75714874267578, -42.87139892578125, -42.94304656982422, -43.05368423461914, -43.22459030151367]
61	[11.622087478637695, -27.414661407470703, -35.44801330566406, -36.05824661254883, -39.32777404785156, -39.36247253417969, -39.961814880371094, -40.00636291503906, -40.060508728027344, -40.239585876464844, -40.38498306274414, -40.506622314453125, -41.29552459716797, -41.327964782714844, -41.68799591064453, -42.22269821166992]
62	[2.358527421951294, -15.40957260131836, -15.49205493927002, -16.92483901977539, -17.35529899597168, -18.859004974365234, -19.51057243347168, -20.149747848510742, -20.154142379760742, -20.817567825317383, -20.888389587402344, -20.924407958984375, -20.94358253479004, -20.94880485534668, -21.003849029541016, -21.068862915039062]
63	[0.9019473195075989, -20.138099670410156, -20.217803955078125, -21.66152000427246, -21.793254852294922, -21.8175106048584, -22.114727020263672, -23.078941345214844, -23.899799346923828, -23.90567970275879, -23.950794219970703, -23.99669647216797, -24.004552841186523, -24.124244689941406, -24.3027286529541, -24.350597381591797]
64	[-1.8898435831069946, -27.144290924072266, -28.164167404174805, -28.187572479248047, -28.295936584472656, -28.482078552246094, -28.812471389770508, -29.04631805419922, -29.075393676757812, -29.653440475463867, -29.862302780151367, -29.94341278076172, -29.951923370361328, -30.097694396972656, -30.607067108154297, -30.770235061645508]
65	[2.2250258922576904, -44.5850715637207, -45.434967041015625, -45.79509353637695, -45.82242202758789, -45.927120208740234, -46.06052780151367, -46.38161087036133, -47.78852844238281, -48.16023254394531, -48.38690948486328, -48.741397857666016, -49.2291259765625, -49.24699783325195, -49.307708740234375, -50.033348083496094]
66	[-2.457512378692627, -30.411115646362305, -30.765605926513672, -31.195594787597656, -31.22809600830078, -31.703136444091797, -31.72010040283203, -31.798097610473633, -32.782562255859375, -32.896297454833984, -32.932159423828125, -33.01932907104492, -33.229007720947266, -34.11487579345703, -34.130287170410156, -34.18613052368164]
67	[3.5893750190734863, -25.30999755859375, -25.558231353759766, -25.6445255279541, -25.785484313964844, -26.47564125061035, -26.481678009033203, -27.18448257446289, -27.187273025512695, -27.273759841918945, -27.46181869506836, -27.7421817779541, -27.91181182861328, -28.01045036315918, -28.069061279296875, -28.440998077392578]
68	[-0.7014958262443542, -16.907943725585938, -17.65358543395996, -18.734407424926758, -19.732961654663086, -19.84979820251465, -19.95051383972168, -20.04957389831543, -20.50494384765625, -20.74231719970703, -21.20442771911621, -21.329769134521484, -21.597505569458008, -21.627410888671875, -21.641965866088867, -21.668344497680664]
69	[-1.8145264387130737, -18.940523147583008, -19.917495727539062, -19.954883575439453, -19.967987060546875, -20.080833435058594, -20.17499542236328, -21.32589340209961, -21.367794036865234, -22.193927764892578, -22.27250099182129, -22.27413558959961, -22.371328353881836, -22.539779663085938, -22.560832977294922, -22.60580062866211]
70	[-1.0073789358139038, -28.9801025390625, -29.21343231201172, -29.504924774169922, -29.684385299682617, -29.722856521606445, -30.104732513427734, -30.134246826171875, -30.270376205444336, -30.404586791992188, -31.041269302368164, -31.290428161621094, -31.628498077392578, -31.856361389160156, -31.897808074951172, -31.980838775634766]
71	[3.0251214504241943, -24.548763275146484, -26.775999069213867, -26.8695011138916, -27.06584930419922, -27.931682586669922, -28.4484806060791, -28.631366729736328, -28.840438842773438, -29.12541961669922, -29.37985610961914, -29.490652084350586, -29.523746490478516, -29.791587829589844, -29.888748168945312, -29.902549743652344]
72	[2.8433990478515625, -36.6701545715332, -37.284820556640625, -38.18013000488281, -39.220462799072266, -40.606204986572266, -41.04790115356445, -41.06362533569336, -41.346885681152344, -41.77582550048828, -42.06032943725586, -42.958736419677734, -43.191627502441406, -43.86202621459961, -43.897705078125, -44.219261169433594]
73	[0.6805008053779602, -27.813474655151367, -27.946651458740234, -31.197221755981445, -31.48681640625, -31.9396915435791, -32.101741790771484, -32.207191467285156, -32.21617126464844, -32.481258392333984, -32.760154724121094, -33.00115203857422, -33.014583587646484, -33.16682434082031, -33.33512878417969, -33.40808868408203]
74	[-5.312191009521484, -32.12310028076172, -32.291316986083984, -33.2965202331543, -33.55581283569336, -34.11360549926758, -34.497459411621094, -34.594635009765625, -34.830562591552734, -34.874813079833984, -35.33441162109375, -35.50398635864258, -36.0604248046875, -36.075679779052734, -36.114501953125, -36.1849479675293]
75	[1.9055712223052979, -43.30023193359375, -44.777565002441406, -45.39151382446289, -45.708560943603516, -47.48542785644531, -47.649330139160156, -48.80338668823242, -49.448326110839844, -50.21031188964844, -50.627464294433594, -51.074398040771484, -51.41743469238281, -51.588661193847656, -51.58952331542969, -51.679229736328125]
76	[-4.33173942565918, -29.44599151611328, -32.059593200683594, -32.14360809326172, -32.40315628051758, -32.43040466308594, -32.54249954223633, -33.35243606567383, -33.36091995239258, -34.19853973388672, -34.248626708984375, -34.50242614746094, -34.92501449584961, -34.951297760009766, -35.14759063720703, -35.21308517456055]
77	[1.0278091430664062, -35.734676361083984, -36.056396484375, -36.147071838378906, -36.66728973388672, -36.93639373779297, -36.951717376708984, -37.107688903808594, -37.1910400390625, -37.475372314453125, -38.062355041503906, -38.08304214477539, -38.12557601928711, -38.446189880371094, -38.59931182861328, -39.44723129272461]
78	[1.3458911180496216, -29.160554885864258, -29.64545249938965, -29.896976470947266, -29.925983428955078, -30.20507049560547, -30.62957763671875, -30.982921600341797, -31.54169273376465, -31.843769073486328, -31.84526252746582, -32.14612579345703, -32.201656341552734, -32.40562057495117, -32.62799835205078, -32.79290771484375]
79	[-3.5014519691467285, -23.154117584228516, -23.95468521118164, -24.20901870727539, -26.139062881469727, -26.35832405090332, -26.76263427734375, -27.075265884399414, -27.233665466308594, -27.555837631225586, -27.663625717163086, -27.690736770629883, -27.79364585876465, -28.002954483032227, -28.220829010009766, -28.392892837524414]
80	[7.9989118576049805, -34.17460250854492, -35.05217361450195, -35.1661491394043, -35.26761245727539, -35.529117584228516, -35.59183120727539, -35.69397735595703, -35.96855926513672, -36.073970794677734, -36.10059356689453, -36.3911247253418, -36.695438385009766, -37.16336441040039, -37.16896057128906, -37.22277069091797]
81	[-1.4792096614837646, -35.90401077270508, -36.065582275390625, -39.283634185791016, -39.418540954589844, -39.677032470703125, -39.77796173095703, -39.87957763671875, -40.574058532714844, -40.73699188232422, -40.835723876953125, -41.22604751586914, -41.493309020996094, -42.05463409423828, -42.241092681884766, -42.251949310302734]
82	[5.229387283325195, -25.451221466064453, -25.663944244384766, -26.26903533935547, -26.304420471191406, -26.73299789428711, -26.920814514160156, -26.995908737182617, -27.273670196533203, -27.2923583984375, -27.456085205078125, -27.689210891723633, -27.82155418395996, -27.838653564453125, -27.852243423461914, -28.239044189453125]
83	[3.778435707092285, -21.84093475341797, -22.359500885009766, -23.172815322875977, -23.68496322631836, -23.94524574279785, -24.35309410095215, -24.45956802368164, -25.119850158691406, -25.24346923828125, -25.48845672607422, -25.584712982177734, -25.869714736938477, -26.182832717895508, -26.338645935058594, -26.451900482177734]
84	[-3.2218165397644043, -33.332584381103516, -36.32950973510742, -37.67658996582031, -37.74552536010742, -37.80992126464844, -39.36503601074219, -39.37334060668945, -39.44804000854492, -39.47943115234375, -39.553131103515625, -39.825462341308594, -40.01115417480469, -40.01765823364258, -40.76224899291992, -40.88764572143555]
85	[-0.926483154296875, -20.26022720336914, -20.37555694580078, -20.98796272277832, -21.04751205444336, -21.30040168762207, -21.334070205688477, -21.444122314453125, -21.46217918395996, -21.46635627746582, -21.56096649169922, -21.675060272216797, -21.67587661743164, -21.68909454345703, -21.77716064453125, -21.858976364135742]
86	[1.1071386337280273, -25.18317222595215, -25.696353912353516, -26.78897476196289, -27.154619216918945, -27.159805297851562, -27.261510848999023, -27.862966537475586, -28.011672973632812, -28.267681121826172, -28.287633895874023, -28.353322982788086, -28.487722396850586, -28.515398025512695, -28.73161506652832, -28.95361328125]
87	[-1.5525668859481812, -20.107938766479492, -20.272560119628906, -20.522552490234375, -20.856035232543945, -21.026208877563477, -21.87409782409668, -22.17189598083496, -22.21306610107422, -22.359142303466797, -22.392047882080078, -22.501285552978516, -22.817607879638672, -22.87117576599121, -23.029491424560547, -23.12396812438965]
88	[-2.076808214187622, -27.221311569213867, -28.858203887939453, -29.156383514404297, -29.20262908935547, -30.025238037109375, -30.207000732421875, -30.32341194152832, -30.86478042602539, -31.330984115600586, -31.944616317749023, -32.09186553955078, -32.37311935424805, -32.41071319580078, -33.04728317260742, -33.04951858520508]
89	[-3.4495432376861572, -20.070581436157227, -20.311710357666016, -22.209632873535156, -24.05307388305664, -24.430461883544922, -24.601608276367188, -24.691184997558594, -24.92487335205078, -25.045867919921875, -25.154756546020508, -25.280868530273438, -25.354698181152344, -25.371780395507812, -25.479021072387695, -25.496774673461914]
90	[1.855229377746582, -15.171529769897461, -15.269828796386719, -15.711997985839844, -16.185392379760742, -16.418901443481445, -16.56688117980957, -17.070018768310547, -17.431171417236328, -17.5262393951416, -17.546178817749023, -17.781221389770508, -17.822792053222656, -18.00316047668457, -18.183029174804688, -18.466354370117188]
91	[-5.590763568878174, -34.4429817199707, -36.914825439453125, -39.4013671875, -40.41075134277344, -40.650211334228516, -40.832393646240234, -40.95756149291992, -41.070892333984375, -41.127784729003906, -41.30465316772461, -41.37185287475586, -41.448638916015625, -41.81226348876953, -42.01438903808594, -42.16847610473633]
92	[9.347871780395508, -25.736520767211914, -26.858184814453125, -27.659177780151367, -27.742496490478516, -27.79421615600586, -27.914505004882812, -28.079547882080078, -29.22971534729004, -29.611892700195312, -29.799758911132812, -29.822574615478516, -29.930727005004883, -30.327653884887695, -30.503055572509766, -30.646350860595703]
93	[-5.627429962158203, -38.483943939208984, -43.291709899902344, -45.333465576171875, -45.40388107299805, -45.58870315551758, -46.14781951904297, -47.30833053588867, -47.63175582885742, -47.69335174560547, -47.727474212646484, -47.82514572143555, -48.207767486572266, -48.252750396728516, -48.30780792236328, -48.5950813293457]
